-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12	-12
-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14
99	37	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	38	39	99	99	99	99	99	99	99	99	99	99	99
99	99	99	45	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	41	99	99	99	99	99	99	99	99	42	43	44	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	51	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	52	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	45	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	41	99	99	99	99	99	99	99	99	42	43	44	99	99	99	99	99
-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	18	99	99	99	99	21	99	99	99	99	99	22	23	24	99	99	99	99	99	99	99	99
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
99	99	99	99	99	99	99	99	99	99	99	99	55	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27
-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28
-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29
-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	56	99	99	99	99
-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19
-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20
-21	-21	-21	-21	-21	-21	-21	63	-21	64	-21	-21	-21	61	-21	57	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	58	59	60	62
-23	-23	69	-23	-23	-23	67	-23	-23	-23	68	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23
-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25
99	99	99	99	99	71	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	72	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	73	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13
-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7
99	99	99	74	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32
-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33
-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34
-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35
-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36
-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37
-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38
-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39
99	99	99	45	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	41	99	99	99	99	99	99	99	99	42	43	44	99	99	99	99	99
99	99	99	45	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	41	99	99	99	99	99	99	99	99	42	43	44	99	99	99	99	99
-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40
-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41
-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42
99	99	99	45	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	41	99	99	99	99	99	99	99	99	42	43	44	99	99	99	99	99
-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16
-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	18	99	99	99	99	21	99	99	99	99	99	22	23	24	99	99	99	99	99	99	99	99
-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31
-22	-22	-22	-22	-22	-22	-22	63	-22	64	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22
-24	-24	69	-24	-24	-24	67	-24	-24	-24	68	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24
-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26
-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18
